,Age,Customer-Period,MaximumSpend,Hidden-Score,Monthly-Average-Spend,Level,Mortgage,Security-Asset,Fixed-Deposit-Account,Internet-Banking,Credit-Card,Region,MaximumSpend_Log,Monthly-Average-Spend_Log,Mortgage_Log
1631,61,36,153,1,2.6,2,0,1,1,0,1,1,5.153291594497779,1.1314021114911006,2.995732273553991
3478,31,6,133,1,1.5,3,0,0,0,0,0,5,5.030437921392435,0.6931471805599453,2.995732273553991
1323,52,26,45,3,0.6,2,0,0,0,0,0,1,4.174387269895637,0.09531017980432493,2.995732273553991
660,39,14,165,2,3.3,1,0,0,0,1,0,2,5.220355825078324,1.33500106673234,2.995732273553991
2456,54,30,39,2,0.8,1,0,0,0,0,1,5,4.07753744390572,0.26236426446749106,2.995732273553991
4487,38,14,81,1,3.6,2,0,0,0,1,1,4,4.61512051684126,1.410986973710262,2.995732273553991
4048,27,2,48,2,1.6,3,119,1,0,1,0,0,4.219507705176107,0.7419373447293773,4.9344739331306915
4338,54,30,121,2,0.4,1,0,0,0,1,0,2,4.948759890378168,-0.10536051565782628,2.995732273553991
2063,56,30,32,2,0.4,3,0,0,0,1,0,4,3.9512437185814275,-0.10536051565782628,2.995732273553991
4439,33,7,104,2,3.6,3,0,0,0,0,1,4,4.820281565605037,1.410986973710262,2.995732273553991
2054,39,15,89,2,1.9,1,0,0,0,0,0,2,4.6913478822291435,0.8754687373538999,2.995732273553991
4124,53,29,141,2,0.2,3,0,0,0,0,0,0,5.081404364984463,-0.35667494393873245,2.995732273553991
2091,31,4,41,1,2.0,2,0,1,0,1,0,1,4.110873864173311,0.9162907318741551,2.995732273553991
4180,36,6,11,1,0.67,3,0,1,1,1,1,2,3.4339872044851463,0.1570037488096647,2.995732273553991
4039,34,9,104,1,4.6,1,0,0,0,1,1,2,4.820281565605037,1.62924053973028,2.995732273553991
3017,57,32,68,2,3.7,1,184,0,0,0,0,0,4.477336814478207,1.4350845252893227,5.318119993844216
199,36,11,158,1,5.1,3,0,0,1,1,1,2,5.181783550292085,1.7227665977411035,2.995732273553991
4187,30,5,109,4,2.2,2,103,0,0,0,1,4,4.859812404361672,0.9932517730102834,4.812184355372417
2047,63,38,134,3,4.0,2,0,0,0,0,1,0,5.0369526024136295,1.5040773967762742,2.995732273553991
3494,29,2,31,4,1.5,2,0,0,0,0,0,1,3.9318256327243257,0.6931471805599453,2.995732273553991
451,28,-2,48,2,1.75,3,89,0,0,1,0,4,4.219507705176107,0.8109302162163288,4.6913478822291435
2230,36,11,183,1,3.0,3,0,0,1,1,1,4,5.313205979041787,1.252762968495368,2.995732273553991
1173,24,-1,35,2,1.7,2,0,0,0,0,0,4,4.007333185232471,0.7884573603642703,2.995732273553991
303,49,25,195,4,3.0,1,617,0,0,0,0,5,5.3706380281276624,1.252762968495368,6.456769655572163
2794,52,26,35,4,1.8,1,0,0,0,1,0,4,4.007333185232471,0.8329091229351039,2.995732273553991
2570,30,4,154,2,4.5,1,207,0,0,1,0,5,5.159055299214529,1.6094379124341003,5.424950017481403
3567,51,26,43,1,1.3,2,123,0,0,1,0,1,4.143134726391533,0.5877866649021191,4.962844630259907
2953,61,36,78,3,0.5,1,0,0,0,1,1,1,4.584967478670572,0.0,2.995732273553991
4253,54,28,61,3,3.0,2,0,0,0,1,1,0,4.394449154672439,1.252762968495368,2.995732273553991
4008,61,31,154,3,7.5,3,351,0,1,1,1,4,5.159055299214529,2.0794415416798357,5.916202062607435
3424,44,19,45,4,0.0,2,0,0,0,1,1,4,4.174387269895637,-0.6931471805599453,2.995732273553991
3728,28,3,118,3,2.4,2,161,0,0,0,0,1,4.927253685157205,1.0647107369924282,5.198497031265826
1055,31,6,62,1,1.0,1,0,1,0,1,0,5,4.406719247264253,0.4054651081081644,2.995732273553991
29,38,13,119,1,3.3,2,0,0,1,1,1,4,4.9344739331306915,1.33500106673234,2.995732273553991
788,58,34,10,4,0.7,1,0,0,0,0,0,2,3.4011973816621555,0.1823215567939546,2.995732273553991
1918,39,9,118,2,6.0,3,246,0,1,1,1,3,4.927253685157205,1.8718021769015913,5.583496308781699
2126,44,19,83,4,0.4,1,141,0,0,0,0,2,4.634728988229636,-0.10536051565782628,5.081404364984463
2551,46,22,43,2,2.1,3,0,1,1,1,1,2,4.143134726391533,0.9555114450274363,2.995732273553991
1495,52,28,178,3,5.4,3,147,0,0,1,0,2,5.288267030694535,1.7749523509116738,5.117993812416755
936,62,32,19,1,1.5,3,0,1,0,0,0,2,3.6635616461296463,0.6931471805599453,2.995732273553991
1405,46,22,183,1,3.1,2,0,0,1,1,1,1,5.313205979041787,1.2809338454620642,2.995732273553991
1069,44,18,75,2,3.5,1,0,0,0,1,0,1,4.553876891600541,1.3862943611198906,2.995732273553991
4112,34,9,65,3,0.7,2,104,0,0,1,0,5,4.442651256490317,0.1823215567939546,4.820281565605037
1679,57,31,114,4,5.2,1,0,1,1,1,0,4,4.897839799950911,1.7404661748405046,2.995732273553991
62,42,18,22,1,1.0,1,0,0,0,0,0,0,3.7376696182833684,0.4054651081081644,2.995732273553991
3471,50,25,38,1,1.4,3,0,0,0,1,0,5,4.060443010546419,0.6418538861723947,2.995732273553991
4714,27,3,81,3,1.5,1,307,1,1,1,1,0,4.61512051684126,0.6931471805599453,5.7899601708972535
3375,43,18,88,4,1.1,2,0,0,0,1,0,0,4.68213122712422,0.47000362924573563,2.995732273553991
3859,50,24,62,1,1.4,3,0,0,0,0,0,0,4.406719247264253,0.6418538861723947,2.995732273553991
3751,26,2,12,4,1.0,1,0,0,0,1,0,4,3.4657359027997265,0.4054651081081644,2.995732273553991
268,64,39,129,1,2.5,1,0,0,0,1,0,4,5.003946305945459,1.0986122886681098,2.995732273553991
3321,41,15,120,1,5.2,1,0,0,0,1,0,4,4.941642422609304,1.7404661748405046,2.995732273553991
1343,41,17,48,2,0.6,3,215,0,0,0,1,2,4.219507705176107,0.09531017980432493,5.459585514144159
4719,32,8,140,4,6.6,3,0,0,1,0,1,4,5.075173815233827,1.9600947840472698,2.995732273553991
946,36,11,64,4,2.1,3,0,0,0,0,0,1,4.430816798843313,0.9555114450274363,2.995732273553991
3796,24,-2,50,3,2.4,2,0,1,0,0,0,4,4.248495242049359,1.0647107369924282,2.995732273553991
1897,54,29,98,1,0.1,3,0,0,0,0,0,3,4.770684624465665,-0.5108256237659907,2.995732273553991
4705,61,37,141,3,0.7,1,0,0,1,1,1,2,5.081404364984463,0.1823215567939546,2.995732273553991
3425,23,-1,12,4,1.0,1,90,0,0,1,0,1,3.4657359027997265,0.4054651081081644,4.700480365792417
4310,65,41,170,4,6.1,2,0,0,1,1,1,4,5.247024072160486,1.8870696490323797,2.995732273553991
3318,46,20,105,4,3.2,1,0,0,0,0,0,0,4.8283137373023015,1.308332819650179,2.995732273553991
95,38,12,48,4,0.2,3,0,0,0,1,0,5,4.219507705176107,-0.35667494393873245,2.995732273553991
3460,63,37,84,4,2.4,3,0,0,0,1,1,2,4.6443908991413725,1.0647107369924282,2.995732273553991
701,44,19,62,3,0.8,3,0,0,0,0,1,3,4.406719247264253,0.26236426446749106,2.995732273553991
722,45,21,132,3,1.2,2,0,0,1,1,1,1,5.0238805208462765,0.5306282510621704,2.995732273553991
3612,50,25,99,1,4.6,1,368,1,1,0,1,0,4.77912349311153,1.62924053973028,5.961005339623274
272,29,3,45,4,0.2,1,158,0,0,1,1,5,4.174387269895637,-0.35667494393873245,5.181783550292085
2885,57,31,113,4,0.6,3,327,0,0,1,0,1,4.890349128221754,0.09531017980432493,5.849324779946859
3890,42,17,139,2,2.9,3,0,0,0,1,0,1,5.0689042022202315,1.2237754316221157,2.995732273553991
4016,53,28,173,4,2.7,1,427,0,0,1,0,1,5.262690188904886,1.1631508098056809,6.102558594613569
3577,39,9,32,3,2.0,3,0,0,0,1,0,1,3.9512437185814275,0.9162907318741551,2.995732273553991
1918,39,9,118,2,6.0,3,246,0,1,1,1,3,4.927253685157205,1.8718021769015913,5.583496308781699
4628,27,1,130,3,2.9,2,0,0,0,0,0,4,5.0106352940962555,1.2237754316221157,2.995732273553991
1007,44,19,99,3,3.5,3,357,0,0,0,0,5,4.77912349311153,1.3862943611198906,5.932245187448011
1100,42,16,13,1,0.2,1,0,0,0,1,0,1,3.4965075614664802,-0.35667494393873245,2.995732273553991
2031,60,35,80,3,0.5,1,0,0,0,1,0,4,4.605170185988092,0.0,2.995732273553991
2747,38,12,30,2,1.4,3,0,0,0,0,1,1,3.912023005428146,0.6418538861723947,2.995732273553991
1048,62,37,90,3,0.5,1,0,0,0,1,0,5,4.700480365792417,0.0,2.995732273553991
1882,56,32,125,3,0.6,1,342,0,1,1,1,1,4.976733742420574,0.09531017980432493,5.8916442118257715
2832,45,21,133,4,5.7,3,0,0,1,1,1,2,5.030437921392435,1.824549292051046,2.995732273553991
4310,65,41,170,4,6.1,2,0,0,1,1,1,4,5.247024072160486,1.8870696490323797,2.995732273553991
765,47,21,109,4,1.8,1,0,0,0,0,0,5,4.859812404361672,0.8329091229351039,2.995732273553991
4590,58,34,151,3,0.6,2,0,0,0,0,0,4,5.14166355650266,0.09531017980432493,2.995732273553991
3196,37,7,73,4,1.8,3,0,0,0,1,1,4,4.532599493153256,0.8329091229351039,2.995732273553991
1937,51,25,181,1,3.3,3,589,1,1,1,0,5,5.303304908059076,1.33500106673234,6.411818267709897
4648,37,11,75,3,0.9,2,0,0,0,1,0,4,4.553876891600541,0.3364722366212129,2.995732273553991
2092,53,23,19,4,0.4,3,84,0,0,1,0,2,3.6635616461296463,-0.10536051565782628,4.6443908991413725
3948,37,12,123,4,3.1,2,253,0,1,1,1,4,4.962844630259907,1.2809338454620642,5.60947179518496
3945,29,3,123,3,5.6,3,428,0,0,1,0,2,4.962844630259907,1.8082887711792655,6.104793232414985
3728,28,3,118,3,2.4,2,161,0,0,0,0,1,4.927253685157205,1.0647107369924282,5.198497031265826
4790,35,11,101,3,3.8,3,150,0,0,1,0,4,4.795790545596741,1.4586150226995167,5.135798437050262
3054,45,21,134,4,5.5,2,0,0,1,1,1,2,5.0369526024136295,1.791759469228055,2.995732273553991
298,43,19,81,2,3.2,1,0,0,0,0,0,2,4.61512051684126,1.308332819650179,2.995732273553991
971,43,19,174,3,1.7,3,231,0,1,1,1,2,5.267858159063328,0.7884573603642703,5.5254529391317835
4292,63,37,191,2,4.3,3,205,0,0,0,0,4,5.351858133476067,1.5686159179138452,5.41610040220442
2012,57,31,51,1,1.4,1,0,0,0,1,1,3,4.2626798770413155,0.6418538861723947,2.995732273553991
899,30,3,172,3,3.4,2,0,0,0,0,1,1,5.2574953720277815,1.3609765531356006,2.995732273553991
2316,54,30,112,2,6.8,1,0,0,0,1,0,4,4.882801922586371,1.9878743481543455,2.995732273553991
1583,61,36,184,4,2.3,2,342,0,1,1,1,2,5.318119993844216,1.0296194171811581,5.8916442118257715
3413,54,24,72,3,1.4,3,0,0,0,0,1,5,4.5217885770490405,0.6418538861723947,2.995732273553991
3955,62,36,58,1,0.8,2,0,0,0,0,0,4,4.356708826689592,0.26236426446749106,2.995732273553991
2095,47,21,174,4,3.2,3,0,0,0,0,0,4,5.267858159063328,1.308332819650179,2.995732273553991
2138,36,11,40,2,1.1,2,166,1,0,0,0,3,4.0943445622221,0.47000362924573563,5.225746673713202
3088,56,31,28,1,1.3,1,138,0,0,0,1,4,3.871201010907891,0.5877866649021191,5.062595033026967
2386,31,5,72,3,1.6,1,0,0,0,1,0,4,4.5217885770490405,0.7419373447293773,2.995732273553991
53,50,26,190,3,2.1,3,240,0,0,1,0,0,5.3471075307174685,0.9555114450274363,5.560681631015528
3270,50,23,179,4,3.6,2,0,0,0,1,0,4,5.293304824724492,1.410986973710262,2.995732273553991
4442,48,23,62,4,3.6,3,83,0,0,0,1,1,4.406719247264253,1.410986973710262,4.634728988229636
3021,54,28,159,2,0.5,1,461,0,0,1,0,0,5.187385805840755,0.0,6.175867270105761
1583,61,36,184,4,2.3,2,342,0,1,1,1,2,5.318119993844216,1.0296194171811581,5.8916442118257715
4760,50,25,18,2,0.0,1,0,0,0,0,1,5,3.6375861597263857,-0.6931471805599453,2.995732273553991
2162,39,13,74,3,0.9,2,155,0,0,1,0,5,4.543294782270004,0.3364722366212129,5.1647859739235145
1629,53,29,154,4,7.4,3,0,0,0,0,0,3,5.159055299214529,2.066862759472976,2.995732273553991
107,42,18,43,1,0.7,1,136,0,0,0,0,2,4.143134726391533,0.1823215567939546,5.049856007249537
2637,51,26,69,3,2.0,2,0,0,0,1,0,4,4.48863636973214,0.9162907318741551,2.995732273553991
2643,63,38,14,4,0.4,2,86,0,0,1,1,2,3.5263605246161616,-0.10536051565782628,4.663439094112067
951,59,34,83,2,3.4,3,0,0,0,1,0,4,4.634728988229636,1.3609765531356006,2.995732273553991
500,59,33,34,2,0.3,1,0,0,0,0,0,2,3.9889840465642745,-0.2231435513142097,2.995732273553991
722,45,21,132,3,1.2,2,0,0,1,1,1,1,5.0238805208462765,0.5306282510621704,2.995732273553991
765,47,21,109,4,1.8,1,0,0,0,0,0,5,4.859812404361672,0.8329091229351039,2.995732273553991
2087,51,27,188,2,6.9,2,343,0,0,1,0,4,5.337538079701318,2.0014800002101243,5.8944028342648505
251,54,28,170,2,6.2,2,325,0,0,1,0,2,5.247024072160486,1.9021075263969205,5.84354441703136
3858,42,18,158,2,0.4,2,277,0,0,0,1,2,5.181783550292085,-0.10536051565782628,5.6937321388027
4489,39,13,21,3,0.2,2,0,0,0,1,0,5,3.713572066704308,-0.35667494393873245,2.995732273553991
3983,39,13,93,4,3.6,3,0,0,0,1,0,3,4.727387818712341,1.410986973710262,2.995732273553991
321,44,20,101,3,4.4,2,82,0,0,0,0,2,4.795790545596741,1.589235205116581,4.624972813284271
2267,38,13,168,2,1.3,3,0,0,0,0,0,2,5.236441962829949,0.5877866649021191,2.995732273553991
3812,39,13,52,1,2.0,1,0,0,0,0,1,4,4.276666119016055,0.9162907318741551,2.995732273553991
4292,63,37,191,2,4.3,3,205,0,0,0,0,4,5.351858133476067,1.5686159179138452,5.41610040220442
285,40,13,69,3,2.33,2,0,0,0,0,0,4,4.48863636973214,1.0402767116551463,2.995732273553991
884,38,13,55,2,1.1,2,0,0,0,1,0,1,4.31748811353631,0.47000362924573563,2.995732273553991
1529,38,14,58,4,2.0,3,153,1,0,0,0,1,4.356708826689592,0.9162907318741551,5.153291594497779
3432,47,23,32,1,1.0,1,0,0,0,0,1,5,3.9512437185814275,0.4054651081081644,2.995732273553991
4859,34,8,165,1,7.0,3,541,0,0,0,0,1,5.220355825078324,2.0149030205422647,6.329720905522696
1109,65,41,121,2,2.1,1,0,0,0,1,0,2,4.948759890378168,0.9555114450274363,2.995732273553991
915,53,28,184,1,8.1,1,303,0,0,1,0,4,5.318119993844216,2.151762203259462,5.777652323222656
2440,31,5,22,1,0.6,3,0,0,0,0,0,1,3.7376696182833684,0.09531017980432493,2.995732273553991
2136,50,26,115,1,1.2,3,0,0,0,0,1,5,4.90527477843843,0.5306282510621704,2.995732273553991
2511,51,27,92,4,3.0,1,0,0,1,1,1,2,4.718498871295094,1.252762968495368,2.995732273553991
1805,51,26,15,2,0.0,1,114,0,0,1,0,2,3.5553480614894135,-0.6931471805599453,4.897839799950911
3293,44,20,62,2,2.5,1,0,1,0,1,0,4,4.406719247264253,1.0986122886681098,2.995732273553991
4426,33,8,140,1,4.6,1,0,0,0,1,0,5,5.075173815233827,1.62924053973028,2.995732273553991
4095,42,17,59,4,0.4,1,0,0,0,1,0,4,4.3694478524670215,-0.10536051565782628,2.995732273553991
941,38,13,129,4,4.4,1,140,0,0,0,0,2,5.003946305945459,1.589235205116581,5.075173815233827
777,55,31,12,2,0.2,1,76,0,0,1,1,5,3.4657359027997265,-0.35667494393873245,4.564348191467836
4812,29,4,184,4,2.2,3,612,0,0,1,0,2,5.318119993844216,0.9932517730102834,6.448889394146858
2857,34,8,184,3,7.5,1,0,0,0,0,0,3,5.318119993844216,2.0794415416798357,2.995732273553991
1829,59,29,45,3,2.0,3,0,0,0,1,0,5,4.174387269895637,0.9162907318741551,2.995732273553991
18,46,21,193,2,8.1,3,0,0,0,0,0,1,5.3612921657094255,2.151762203259462,2.995732273553991
1680,62,36,44,2,1.0,3,0,0,0,0,0,2,4.1588830833596715,0.4054651081081644,2.995732273553991
2416,60,35,32,1,0.3,3,80,0,0,1,0,3,3.9512437185814275,-0.2231435513142097,4.605170185988092
2027,38,12,179,2,0.0,1,380,0,0,0,0,4,5.293304824724492,-0.6931471805599453,5.991464547107982
2357,44,19,34,4,0.0,2,0,0,0,0,0,5,3.9889840465642745,-0.6931471805599453,2.995732273553991
1014,50,26,192,2,1.8,3,301,0,1,1,1,0,5.356586274672012,0.8329091229351039,5.771441123130016
1532,45,20,55,1,0.3,1,0,0,0,1,1,4,4.31748811353631,-0.2231435513142097,2.995732273553991
4859,34,8,165,1,7.0,3,541,0,0,0,0,1,5.220355825078324,2.0149030205422647,6.329720905522696
4601,37,12,55,1,2.5,3,0,0,0,1,0,5,4.31748811353631,1.0986122886681098,2.995732273553991
2385,43,17,125,4,3.5,2,0,0,0,0,0,4,4.976733742420574,1.3862943611198906,2.995732273553991
3784,30,6,115,4,3.8,2,0,0,0,1,0,4,4.90527477843843,1.4586150226995167,2.995732273553991
4935,59,33,81,2,1.4,1,0,0,0,1,0,4,4.61512051684126,0.6418538861723947,2.995732273553991
4190,40,16,89,3,3.9,2,216,1,1,1,0,5,4.6913478822291435,1.4816045409242156,5.4638318050256105
4320,40,15,143,1,4.1,1,0,0,0,1,0,4,5.093750200806762,1.5260563034950492,2.995732273553991
4881,57,32,24,2,0.2,3,140,0,0,1,0,2,3.784189633918261,-0.35667494393873245,5.075173815233827
1815,65,39,18,2,0.4,1,0,1,1,1,1,4,3.6375861597263857,-0.10536051565782628,2.995732273553991
4087,52,28,179,4,4.2,3,0,0,0,0,0,4,5.293304824724492,1.547562508716013,2.995732273553991
568,34,9,41,2,0.1,1,161,0,0,1,1,2,4.110873864173311,-0.5108256237659907,5.198497031265826
4150,46,20,72,2,1.7,2,75,0,0,1,0,2,4.5217885770490405,0.7884573603642703,4.553876891600541
3712,50,25,112,1,0.6,1,0,0,0,0,0,2,4.882801922586371,0.09531017980432493,2.995732273553991
4088,29,-1,71,2,1.75,3,0,0,0,0,0,4,4.51085950651685,0.8109302162163288,2.995732273553991
2269,42,18,62,3,2.1,3,0,0,0,1,0,4,4.406719247264253,0.9555114450274363,2.995732273553991
2337,43,16,201,1,10.0,2,0,0,0,0,1,5,5.3981627015177525,2.3513752571634776,2.995732273553991
2619,33,8,62,3,2.3,1,98,0,0,0,1,2,4.406719247264253,1.0296194171811581,4.770684624465665
44,46,20,104,1,5.7,1,0,0,0,1,1,4,4.820281565605037,1.824549292051046,2.995732273553991
323,59,34,99,1,4.4,1,0,0,0,0,0,0,4.77912349311153,1.589235205116581,2.995732273553991
4833,49,24,109,1,0.6,1,0,0,0,0,0,2,4.859812404361672,0.09531017980432493,2.995732273553991
475,43,19,152,3,6.1,2,0,0,0,0,0,2,5.147494476813453,1.8870696490323797,2.995732273553991
3491,51,27,12,2,0.4,1,0,0,0,0,1,2,3.4657359027997265,-0.10536051565782628,2.995732273553991
1240,52,27,15,4,0.8,1,101,0,0,0,0,1,3.5553480614894135,0.26236426446749106,4.795790545596741
3633,51,25,93,1,0.3,1,0,0,0,1,0,0,4.727387818712341,-0.2231435513142097,2.995732273553991
158,32,6,79,2,1.5,3,0,0,0,1,1,4,4.59511985013459,0.6931471805599453,2.995732273553991
316,57,31,165,1,1.6,2,0,0,0,1,0,5,5.220355825078324,0.7419373447293773,2.995732273553991
4035,34,9,180,2,6.5,3,0,0,1,1,0,3,5.298317366548036,1.9459101490553132,2.995732273553991
4756,30,4,78,4,2.2,2,236,1,0,0,0,2,4.584967478670572,0.9932517730102834,5.545177444479562
4422,57,31,164,2,3.8,3,422,0,1,1,1,4,5.214935757608986,1.4586150226995167,6.091309882077698
632,57,32,165,4,2.7,3,0,0,0,1,0,4,5.220355825078324,1.1631508098056809,2.995732273553991
2582,33,9,42,1,2.1,3,0,0,0,1,0,5,4.127134385045092,0.9555114450274363,2.995732273553991
4812,29,4,184,4,2.2,3,612,0,0,1,0,2,5.318119993844216,0.9932517730102834,6.448889394146858
1753,53,29,25,2,0.4,1,0,0,0,1,0,2,3.8066624897703196,-0.10536051565782628,2.995732273553991
3843,32,7,129,4,5.2,2,0,0,0,0,1,4,5.003946305945459,1.7404661748405046,2.995732273553991
3736,54,30,78,3,1.8,2,0,0,0,0,0,6,4.584967478670572,0.8329091229351039,2.995732273553991
682,58,34,12,1,0.1,2,0,0,0,0,1,0,3.4657359027997265,-0.5108256237659907,2.995732273553991
2390,33,9,41,3,2.0,1,108,0,0,1,0,5,4.110873864173311,0.9162907318741551,4.852030263919617
3403,54,29,82,3,3.7,2,0,0,0,1,0,4,4.624972813284271,1.4350845252893227,2.995732273553991
1599,50,24,124,1,4.9,1,266,0,0,1,0,3,4.969813299576001,1.6863989535702288,5.655991810819852
3919,64,34,179,2,4.5,3,400,0,0,0,0,0,5.293304824724492,1.6094379124341003,6.040254711277414
3517,30,6,95,1,3.9,3,146,0,0,0,1,4,4.74493212836325,1.4816045409242156,5.111987788356544
4377,33,8,145,1,2.7,3,0,0,0,1,0,2,5.10594547390058,1.1631508098056809,2.995732273553991
1486,35,9,141,2,4.5,2,0,0,0,0,0,3,5.081404364984463,1.6094379124341003,2.995732273553991
3613,35,11,148,1,5.8,3,0,0,0,1,0,2,5.123963979403259,1.840549633397487,2.995732273553991
1375,50,26,179,1,2.9,3,0,0,0,0,1,2,5.293304824724492,1.2237754316221157,2.995732273553991
632,57,32,165,4,2.7,3,0,0,0,1,0,4,5.220355825078324,1.1631508098056809,2.995732273553991
2471,36,11,44,2,1.1,2,85,0,0,1,0,1,4.1588830833596715,0.47000362924573563,4.653960350157523
3383,46,22,135,3,4.1,1,213,0,0,1,0,5,5.043425116919247,1.5260563034950492,5.4510384535657
3759,31,4,29,4,1.5,2,121,0,0,1,1,2,3.8918202981106265,0.6931471805599453,4.948759890378168
813,50,25,130,1,1.1,2,0,0,0,1,0,4,5.0106352940962555,0.47000362924573563,2.995732273553991
824,39,15,72,4,2.4,1,0,1,0,1,0,4,4.5217885770490405,1.0647107369924282,2.995732273553991
2433,37,11,123,1,2.3,2,0,1,1,1,0,4,4.962844630259907,1.0296194171811581,2.995732273553991
4493,52,28,74,1,2.6,2,0,0,0,1,1,6,4.543294782270004,1.1314021114911006,2.995732273553991
913,57,32,34,2,2.0,2,0,1,0,0,0,2,3.9889840465642745,0.9162907318741551,2.995732273553991
4359,38,12,58,2,2.8,1,0,0,0,1,0,5,4.356708826689592,1.1939224684724346,2.995732273553991
2878,45,19,122,4,4.1,2,0,0,0,1,0,4,4.955827057601261,1.5260563034950492,2.995732273553991
1088,59,35,95,1,3.8,1,0,0,0,1,1,5,4.74493212836325,1.4586150226995167,2.995732273553991
1589,57,32,124,1,0.2,2,0,0,0,1,0,0,4.969813299576001,-0.35667494393873245,2.995732273553991
4628,27,1,130,3,2.9,2,0,0,0,0,0,4,5.0106352940962555,1.2237754316221157,2.995732273553991
1176,29,3,103,4,3.4,1,0,0,0,1,0,0,4.812184355372417,1.3609765531356006,2.995732273553991
916,44,20,85,2,3.2,1,0,0,0,1,0,2,4.653960350157523,1.308332819650179,2.995732273553991
805,55,29,132,3,5.9,2,307,0,0,0,0,5,5.0238805208462765,1.8562979903656263,5.7899601708972535
943,30,4,80,4,1.8,2,0,0,0,0,0,4,4.605170185988092,0.8329091229351039,2.995732273553991
4520,32,7,41,4,2.0,2,0,0,0,0,0,4,4.110873864173311,0.9162907318741551,2.995732273553991
2723,54,29,72,2,3.7,1,144,0,0,1,0,4,4.5217885770490405,1.4350845252893227,5.099866427824199
1731,43,19,125,3,2.4,1,0,0,0,1,0,2,4.976733742420574,1.0647107369924282,2.995732273553991
4257,43,17,48,3,2.2,2,0,0,0,0,1,5,4.219507705176107,0.9932517730102834,2.995732273553991
1396,42,18,43,1,0.3,3,158,0,0,0,0,1,4.143134726391533,-0.2231435513142097,5.181783550292085
1385,57,31,82,2,2.0,1,83,0,0,0,1,5,4.624972813284271,0.9162907318741551,4.634728988229636
4163,54,28,108,4,1.9,2,0,0,0,1,0,4,4.852030263919617,0.8754687373538999,2.995732273553991
1084,60,35,191,4,5.6,3,0,0,0,0,0,3,5.351858133476067,1.8082887711792655,2.995732273553991
965,62,36,135,2,5.2,2,0,0,0,1,0,4,5.043425116919247,1.7404661748405046,2.995732273553991
1339,52,25,180,2,9.0,2,297,0,0,1,0,4,5.298317366548036,2.2512917986064953,5.75890177387728
4568,26,0,44,4,1.3,3,0,1,0,0,0,4,4.1588830833596715,0.5877866649021191,2.995732273553991
3600,44,20,38,2,2.1,3,95,0,0,1,0,0,4.060443010546419,0.9555114450274363,4.74493212836325
971,43,19,174,3,1.7,3,231,0,1,1,1,2,5.267858159063328,0.7884573603642703,5.5254529391317835
341,31,6,55,4,2.0,2,185,0,0,1,0,2,4.31748811353631,0.9162907318741551,5.3230099791384085
4452,59,35,53,4,2.3,3,174,0,0,1,0,0,4.290459441148391,1.0296194171811581,5.267858159063328
3322,41,16,104,1,4.0,3,0,0,1,1,1,2,4.820281565605037,1.5040773967762742,2.995732273553991
3540,39,15,30,4,0.3,1,0,1,0,0,1,4,3.912023005428146,-0.2231435513142097,2.995732273553991
4165,63,38,135,2,3.8,3,183,0,0,0,0,1,5.043425116919247,1.4586150226995167,5.313205979041787
941,38,13,129,4,4.4,1,140,0,0,0,0,2,5.003946305945459,1.589235205116581,5.075173815233827
4532,48,22,133,2,3.1,2,0,0,0,1,0,0,5.030437921392435,1.2809338454620642,2.995732273553991
1868,25,1,118,1,5.4,1,0,0,0,1,1,2,4.927253685157205,1.7749523509116738,2.995732273553991
2221,59,33,73,2,1.7,3,0,0,0,1,1,2,4.532599493153256,0.7884573603642703,2.995732273553991
2694,45,19,85,3,2.1,1,0,0,0,1,1,4,4.653960350157523,0.9555114450274363,2.995732273553991
523,56,31,39,4,0.9,1,0,0,0,0,0,3,4.07753744390572,0.3364722366212129,2.995732273553991
1038,56,30,145,4,5.7,2,0,0,1,1,1,5,5.10594547390058,1.824549292051046,2.995732273553991
1674,37,11,139,2,0.8,2,421,0,0,1,0,5,5.0689042022202315,0.26236426446749106,6.089044875446846
4593,54,30,133,1,5.0,2,0,0,0,0,1,5,5.030437921392435,1.7047480922384253,2.995732273553991
